"44","2012-01-02 00:11:00","-","7","2012-01-02 07:11:00","","","","","PUNCHED IN"
"3","2012-01-02 00:18:00","-","7","2012-01-02 07:18:00","","","","","PUNCHED IN"
"34","2012-01-02 00:23:00","-","7","2012-01-02 07:23:00","","","","","PUNCHED IN"
"24","2012-01-02 00:55:00","-","7","2012-01-02 07:55:00","","","","","PUNCHED IN"
"27","2012-01-02 01:02:00","-","7","2012-01-02 08:02:00","","","","","PUNCHED IN"
"7","2012-01-02 01:08:00","-","7","2012-01-02 08:08:00","","","","","PUNCHED IN"
"37","2012-01-02 01:08:00","-","7","2012-01-02 08:08:00","","","","","PUNCHED IN"
"34","2012-01-02 01:09:00","-","7","2012-01-02 08:09:00","","","","","PUNCHED IN"
"26","2012-01-02 01:13:00","-","7","2012-01-02 08:13:00","","","","","PUNCHED IN"
"19","2012-01-02 01:19:00","-","7","2012-01-02 08:19:00","","","","","PUNCHED IN"
"39","2012-01-02 01:21:00","-","7","2012-01-02 08:21:00","","","","","PUNCHED IN"
"45","2012-01-02 01:22:00","-","7","2012-01-02 08:22:00","","","","","PUNCHED IN"
"41","2012-01-02 01:25:00","-","7","2012-01-02 08:25:00","","","","","PUNCHED IN"
"17","2012-01-02 01:31:00","-","7","2012-01-02 08:31:00","","","","","PUNCHED IN"
"34","2012-01-02 01:39:00","-","7","2012-01-02 08:39:00","","","","","PUNCHED IN"
"18","2012-01-02 02:06:00","-","7","2012-01-02 09:06:00","","","","","PUNCHED IN"
"16","2012-01-02 02:07:00","-","7","2012-01-02 09:07:00","","","","","PUNCHED IN"
"39","2012-01-02 02:07:00","-","7","2012-01-02 09:07:00","","","","","PUNCHED IN"
"39","2012-01-02 02:08:00","-","7","2012-01-02 09:08:00","","","","","PUNCHED IN"
"4","2012-01-02 03:36:00","-","7","2012-01-02 10:36:00","2012-01-02 10:08:00","-","7","2012-01-02 17:08:00","PUNCHED OUT"
"3","2012-01-03 00:22:00","-","7","2012-01-03 07:22:00","","","","","PUNCHED IN"
"44","2012-01-03 00:23:00","-","7","2012-01-03 07:23:00","","","","","PUNCHED IN"
"44","2012-01-03 00:24:00","-","7","2012-01-03 07:24:00","","","","","PUNCHED IN"
"24","2012-01-03 00:47:00","-","7","2012-01-03 07:47:00","","","","","PUNCHED IN"
"16","2012-01-03 01:01:00","-","7","2012-01-03 08:01:00","","","","","PUNCHED IN"
"34","2012-01-03 01:10:00","-","7","2012-01-03 08:10:00","","","","","PUNCHED IN"
"41","2012-01-03 01:14:00","-","7","2012-01-03 08:14:00","","","","","PUNCHED IN"
"16","2012-01-03 01:14:00","-","7","2012-01-03 08:14:00","","","","","PUNCHED IN"
"19","2012-01-03 01:15:00","-","7","2012-01-03 08:15:00","","","","","PUNCHED IN"
"7","2012-01-03 01:16:00","-","7","2012-01-03 08:16:00","","","","","PUNCHED IN"
"37","2012-01-03 01:17:00","-","7","2012-01-03 08:17:00","","","","","PUNCHED IN"
"10","2012-01-03 01:20:00","-","7","2012-01-03 08:20:00","","","","","PUNCHED IN"
"18","2012-01-03 01:20:00","-","7","2012-01-03 08:20:00","","","","","PUNCHED IN"
"27","2012-01-03 01:20:00","-","7","2012-01-03 08:20:00","","","","","PUNCHED IN"
"34","2012-01-03 01:32:00","-","7","2012-01-03 08:32:00","","","","","PUNCHED IN"
"34","2012-01-03 01:32:00","-","7","2012-01-03 08:32:00","","","","","PUNCHED IN"
