"22","2012-09-17 01:36:00","-","7","2012-09-17 08:36:00","","","","","PUNCHED IN"
"49","2012-09-17 01:36:00","-","7","2012-09-17 08:36:00","","","","","PUNCHED IN"
"76","2012-09-17 01:40:00","-","7","2012-09-17 08:40:00","","","","","PUNCHED IN"
"85","2012-09-17 01:42:00","-","7","2012-09-17 08:42:00","","","","","PUNCHED IN"
"33","2012-09-17 01:54:00","-","7","2012-09-17 08:54:00","","","","","PUNCHED IN"
"77","2012-09-17 01:57:00","-","7","2012-09-17 08:57:00","","","","","PUNCHED IN"
"62","2012-09-17 03:07:00","-","7","2012-09-17 10:07:00","","","","","PUNCHED IN"
"3","2012-09-17 04:48:00","-","7","2012-09-17 11:48:00","","","","","PUNCHED IN"
"3","2012-09-17 04:49:00","-","7","2012-09-17 11:49:00","","","","","PUNCHED IN"
"43","2012-09-18 00:35:00","-","7","2012-09-18 07:35:00","2012-09-01 07:22:00","-","7","2012-09-01 14:22:00","PUNCHED OUT"
"3","2012-09-18 00:35:00","-","7","2012-09-18 07:35:00","","","","","PUNCHED IN"
"61","2012-09-18 00:38:00","-","7","2012-09-18 07:38:00","","","","","PUNCHED IN"
"34","2012-09-18 00:39:00","-","7","2012-09-18 07:39:00","","","","","PUNCHED IN"
"53","2012-09-18 00:47:00","-","7","2012-09-18 07:47:00","","","","","PUNCHED IN"
"27","2012-09-18 00:49:00","-","7","2012-09-18 07:49:00","","","","","PUNCHED IN"
"74","2012-09-18 00:55:00","-","7","2012-09-18 07:55:00","","","","","PUNCHED IN"
"60","2012-09-18 00:56:00","-","7","2012-09-18 07:56:00","","","","","PUNCHED IN"
"8","2012-09-18 00:59:00","-","7","2012-09-18 07:59:00","","","","","PUNCHED IN"
"72","2012-09-18 01:03:00","-","7","2012-09-18 08:03:00","","","","","PUNCHED IN"
"73","2012-09-18 01:04:00","-","7","2012-09-18 08:04:00","","","","","PUNCHED IN"
"54","2012-09-18 01:08:00","-","7","2012-09-18 08:08:00","","","","","PUNCHED IN"
"40","2012-09-18 01:12:00","-","7","2012-09-18 08:12:00","","","","","PUNCHED IN"
"33","2012-09-18 01:13:00","-","7","2012-09-18 08:13:00","","","","","PUNCHED IN"
"58","2012-09-18 01:15:00","-","7","2012-09-18 08:15:00","","","","","PUNCHED IN"
"26","2012-09-18 01:15:00","-","7","2012-09-18 08:15:00","","","","","PUNCHED IN"
"15","2012-09-18 01:16:00","-","7","2012-09-18 08:16:00","","","","","PUNCHED IN"
"78","2012-09-18 01:18:00","-","7","2012-09-18 08:18:00","","","","","PUNCHED IN"
"41","2012-09-18 01:24:00","-","7","2012-09-18 08:24:00","","","","","PUNCHED IN"
"2","2012-09-18 01:26:00","-","7","2012-09-18 08:26:00","","","","","PUNCHED IN"
"64","2012-09-18 01:26:00","-","7","2012-09-18 08:26:00","","","","","PUNCHED IN"
"39","2012-09-18 01:30:00","-","7","2012-09-18 08:30:00","","","","","PUNCHED IN"
"49","2012-09-18 01:34:00","-","7","2012-09-18 08:34:00","","","","","PUNCHED IN"
"76","2012-09-18 01:36:00","-","7","2012-09-18 08:36:00","","","","","PUNCHED IN"
"76","2012-09-18 01:37:00","-","7","2012-09-18 08:37:00","","","","","PUNCHED IN"
"77","2012-09-18 01:46:00","-","7","2012-09-18 08:46:00","","","","","PUNCHED IN"
"82","2012-09-18 01:52:00","-","7","2012-09-18 08:52:00","","","","","PUNCHED IN"
"32","2012-09-18 01:54:00","-","7","2012-09-18 08:54:00","","","","","PUNCHED IN"
"22","2012-09-18 02:25:00","-","7","2012-09-18 09:25:00","","","","","PUNCHED IN"
"79","2012-09-18 03:05:00","-","7","2012-09-18 10:05:00","","","","","PUNCHED IN"
"79","2012-09-18 03:05:00","-","7","2012-09-18 10:05:00","","","","","PUNCHED IN"
"43","2012-09-19 00:16:00","-","7","2012-09-19 07:16:00","2012-09-01 07:22:00","-","7","2012-09-01 14:22:00","PUNCHED OUT"
"61","2012-09-19 00:39:00","-","7","2012-09-19 07:39:00","","","","","PUNCHED IN"
"3","2012-09-19 00:42:00","-","7","2012-09-19 07:42:00","","","","","PUNCHED IN"
"27","2012-09-19 00:46:00","-","7","2012-09-19 07:46:00","","","","","PUNCHED IN"
"74","2012-09-19 00:47:00","-","7","2012-09-19 07:47:00","","","","","PUNCHED IN"
"60","2012-09-19 00:54:00","-","7","2012-09-19 07:54:00","","","","","PUNCHED IN"
"53","2012-09-19 00:54:00","-","7","2012-09-19 07:54:00","","","","","PUNCHED IN"
"2","2012-09-19 01:02:00","-","7","2012-09-19 08:02:00","","","","","PUNCHED IN"
"40","2012-09-19 01:08:00","-","7","2012-09-19 08:08:00","","","","","PUNCHED IN"
"8","2012-09-19 01:09:00","-","7","2012-09-19 08:09:00","","","","","PUNCHED IN"
"33","2012-09-19 01:10:00","-","7","2012-09-19 08:10:00","","","","","PUNCHED IN"
"73","2012-09-19 01:11:00","-","7","2012-09-19 08:11:00","","","","","PUNCHED IN"
"15","2012-09-19 01:14:00","-","7","2012-09-19 08:14:00","","","","","PUNCHED IN"
"15","2012-09-19 01:14:00","-","7","2012-09-19 08:14:00","","","","","PUNCHED IN"
"79","2012-09-19 01:16:00","-","7","2012-09-19 08:16:00","","","","","PUNCHED IN"
"58","2012-09-19 01:18:00","-","7","2012-09-19 08:18:00","","","","","PUNCHED IN"
"26","2012-09-19 01:18:00","-","7","2012-09-19 08:18:00","","","","","PUNCHED IN"
